bp	match_score	direction
6	33.762934	fwd_216
7	34.931340	fwd_216
8	36.293033	fwd_216
9	38.883509	fwd_216
10	42.446648	fwd_216
11	33.748984	fwd_216
12	33.665917	fwd_216
13	36.254126	fwd_216
14	39.843299	fwd_216
15	42.618077	fwd_216
16	42.795009	fwd_216
17	43.416496	fwd_216
18	40.571155	fwd_216
19	35.030358	fwd_216
20	34.052267	fwd_216
21	33.781931	fwd_216
22	35.280398	fwd_216
23	38.058841	fwd_216
24	39.774871	fwd_216
25	35.455592	fwd_216
26	36.010956	fwd_216
27	44.149505	fwd_216
28	45.277091	fwd_216
29	38.958636	fwd_216
30	38.031626	fwd_216
31	44.595552	fwd_216
32	41.923642	fwd_216
33	41.723484	fwd_216
34	40.325460	fwd_216
35	41.863040	fwd_216
36	41.275891	fwd_216
37	26.708339	fwd_216
38	27.836250	fwd_216
39	31.289384	fwd_216
40	33.083730	fwd_216
41	35.801280	fwd_216
42	35.850438	fwd_216
43	37.924106	fwd_216
44	39.274628	fwd_216
45	41.130874	fwd_216
46	42.619424	fwd_216
47	46.574402	fwd_216
48	41.216677	fwd_216
49	36.113009	fwd_216
50	37.316644	fwd_216
51	33.227976	fwd_216
52	28.964867	fwd_216
53	32.757553	fwd_216
54	28.854215	fwd_216
55	31.059830	fwd_216
56	37.681360	fwd_216
57	43.025523	fwd_216
58	43.902505	fwd_216
59	45.965029	fwd_216
60	38.000418	fwd_216
61	36.242628	fwd_216
62	39.523227	fwd_216
63	38.849055	fwd_216
64	42.621326	fwd_216
65	49.771345	fwd_216
66	46.709585	fwd_216
67	43.188063	fwd_216
68	43.276592	fwd_216
69	43.368915	fwd_216
70	37.171097	fwd_216
71	37.312530	fwd_216
72	40.291962	fwd_216
73	36.281664	fwd_216
74	32.488160	fwd_216
75	39.254334	fwd_216
0	52.077433	rev_216
1	48.638664	rev_216
2	49.214693	rev_216
3	49.319239	rev_216
4	42.479505	rev_216
5	27.380809	rev_216
6	27.625916	rev_216
7	31.703181	rev_216
8	36.790591	rev_216
9	38.151455	rev_216
10	42.424479	rev_216
11	38.348126	rev_216
12	32.312384	rev_216
13	37.392771	rev_216
14	38.839010	rev_216
15	37.960662	rev_216
16	38.126188	rev_216
17	38.317015	rev_216
18	36.320103	rev_216
19	30.787624	rev_216
20	33.970817	rev_216
21	37.833266	rev_216
22	37.809797	rev_216
23	36.971801	rev_216
24	36.835448	rev_216
25	38.780462	rev_216
26	38.957763	rev_216
27	38.192590	rev_216
28	39.893436	rev_216
29	35.286686	rev_216
30	37.307652	rev_216
31	38.796882	rev_216
32	42.003121	rev_216
33	44.249158	rev_216
34	43.130988	rev_216
35	39.681066	rev_216
36	35.441987	rev_216
37	31.326840	rev_216
38	29.282298	rev_216
39	35.668217	rev_216
40	39.233337	rev_216
41	37.944587	rev_216
42	42.564012	rev_216
43	46.520703	rev_216
44	41.648246	rev_216
45	45.653413	rev_216
46	44.171278	rev_216
47	41.081634	rev_216
48	35.378766	rev_216
49	31.237186	rev_216
50	31.070963	rev_216
51	35.125022	rev_216
52	37.584885	rev_216
53	31.780435	rev_216
54	33.056297	rev_216
55	38.962941	rev_216
56	38.222734	rev_216
57	44.678946	rev_216
58	48.531899	rev_216
59	45.816981	rev_216
60	35.772954	rev_216
61	36.295174	rev_216
62	38.981172	rev_216
63	36.694291	rev_216
64	40.143358	rev_216
65	48.533779	rev_216
66	42.587247	rev_216
67	43.792738	rev_216
68	48.153166	rev_216
69	43.735369	rev_216
70	37.324809	rev_216
71	40.123826	rev_216
72	36.983365	rev_216
73	34.411372	rev_216
74	35.529151	rev_216
75	31.571085	rev_216
0	34.324835	fwd_217
1	32.376049	fwd_217
2	33.695049	fwd_217
3	43.227066	fwd_217
4	40.358664	fwd_217
5	38.942647	fwd_217
6	41.232877	fwd_217
7	40.349943	fwd_217
8	42.807514	fwd_217
9	40.495303	fwd_217
10	40.616043	fwd_217
11	40.874840	fwd_217
12	35.228366	fwd_217
13	42.778845	fwd_217
14	42.023734	fwd_217
15	38.861407	fwd_217
16	37.886047	fwd_217
17	37.498572	fwd_217
18	31.273817	fwd_217
19	33.442370	fwd_217
20	38.395101	fwd_217
21	44.600874	fwd_217
22	43.080289	fwd_217
23	44.051918	fwd_217
24	45.457026	fwd_217
25	43.946270	fwd_217
26	47.675206	fwd_217
27	52.622637	fwd_217
28	42.470144	fwd_217
29	40.222678	fwd_217
30	39.081608	fwd_217
31	35.673960	fwd_217
32	34.633080	fwd_217
33	38.012551	fwd_217
34	36.666427	fwd_217
35	36.683340	fwd_217
36	35.158184	fwd_217
37	35.370752	fwd_217
38	40.107468	fwd_217
39	37.516370	fwd_217
40	36.626532	fwd_217
41	38.970844	fwd_217
42	36.484838	fwd_217
43	39.188328	fwd_217
44	38.828008	fwd_217
45	37.642670	fwd_217
46	40.298785	fwd_217
47	41.372328	fwd_217
48	38.709395	fwd_217
49	39.972091	fwd_217
50	45.304015	fwd_217
51	42.941558	fwd_217
52	43.404339	fwd_217
53	46.029604	fwd_217
54	45.848262	fwd_217
55	43.001815	fwd_217
56	36.574598	fwd_217
57	39.757000	fwd_217
58	41.271399	fwd_217
59	34.246178	fwd_217
60	34.210532	fwd_217
61	38.639226	fwd_217
62	39.530002	fwd_217
63	35.590875	fwd_217
64	33.100760	fwd_217
65	32.904375	fwd_217
66	35.553590	fwd_217
67	34.575326	fwd_217
68	39.890337	fwd_217
69	40.778050	fwd_217
70	40.503200	fwd_217
71	42.806640	fwd_217
72	41.983903	fwd_217
73	36.304284	fwd_217
74	36.527211	fwd_217
75	34.918335	fwd_217
0	43.146309	rev_217
1	38.160375	rev_217
2	36.760371	rev_217
3	43.995081	rev_217
4	39.518181	rev_217
5	37.796970	rev_217
6	39.917833	rev_217
7	38.567652	rev_217
8	36.898923	rev_217
9	36.630847	rev_217
10	34.148902	rev_217
11	29.735749	rev_217
12	28.344657	rev_217
13	34.726200	rev_217
14	36.193279	rev_217
15	33.723086	rev_217
16	37.361601	rev_217
17	43.358825	rev_217
18	38.972489	rev_217
19	46.696567	rev_217
20	48.688928	rev_217
21	47.731787	rev_217
22	44.264996	rev_217
23	42.250810	rev_217
24	39.957255	rev_217
25	40.632179	rev_217
26	42.638740	rev_217
27	40.826931	rev_217
28	35.491528	rev_217
29	33.801087	rev_217
30	36.583474	rev_217
31	39.042240	rev_217
32	40.047051	rev_217
33	46.826796	rev_217
34	42.912428	rev_217
35	38.796408	rev_217
36	41.036615	rev_217
37	41.860031	rev_217
38	37.719383	rev_217
39	39.543601	rev_217
40	38.732176	rev_217
41	34.545293	rev_217
42	34.526920	rev_217
43	41.186968	rev_217
44	41.867198	rev_217
45	38.584554	rev_217
46	40.041946	rev_217
47	39.977521	rev_217
48	39.244597	rev_217
49	36.386530	rev_217
50	38.936977	rev_217
51	43.319482	rev_217
52	44.448404	rev_217
53	46.241316	rev_217
54	42.555996	rev_217
55	41.499639	rev_217
56	40.691819	rev_217
57	40.136230	rev_217
58	38.670656	rev_217
59	36.490016	rev_217
60	39.311611	rev_217
61	40.179406	rev_217
62	39.856740	rev_217
63	35.537843	rev_217
64	35.583180	rev_217
65	32.707969	rev_217
66	30.892241	rev_217
67	34.034581	rev_217
68	36.324322	rev_217
69	37.496800	rev_217
70	39.679098	rev_217
71	43.523155	rev_217
72	42.897813	rev_217
73	35.899406	rev_217
74	32.830288	rev_217
75	32.047311	rev_217
0	33.144416	fwd_218
1	32.307241	fwd_218
2	34.059803	fwd_218
3	36.140859	fwd_218
4	34.515238	fwd_218
5	38.373951	fwd_218
6	37.964722	fwd_218
7	39.396206	fwd_218
8	35.576353	fwd_218
9	40.496323	fwd_218
10	41.248361	fwd_218
11	39.324199	fwd_218
12	38.366630	fwd_218
13	33.931990	fwd_218
14	33.876344	fwd_218
15	39.428560	fwd_218
16	38.508045	fwd_218
17	37.191457	fwd_218
18	39.318501	fwd_218
19	41.525612	fwd_218
20	40.056429	fwd_218
21	37.241611	fwd_218
22	39.843079	fwd_218
23	39.212631	fwd_218
24	37.508150	fwd_218
25	41.945284	fwd_218
26	44.579068	fwd_218
27	42.136260	fwd_218
28	44.996059	fwd_218
29	41.739669	fwd_218
30	37.660864	fwd_218
31	37.428768	fwd_218
32	42.306920	fwd_218
33	41.510530	fwd_218
34	38.313461	fwd_218
35	31.645280	fwd_218
36	35.770945	fwd_218
37	33.778976	fwd_218
38	36.061119	fwd_218
39	36.595335	fwd_218
40	37.908003	fwd_218
41	45.497931	fwd_218
42	47.059878	fwd_218
43	44.250427	fwd_218
44	45.410737	fwd_218
45	39.242043	fwd_218
46	34.498102	fwd_218
47	34.836447	fwd_218
48	34.386463	fwd_218
49	35.537797	fwd_218
50	41.012057	fwd_218
51	37.224188	fwd_218
52	34.309523	fwd_218
53	37.597362	fwd_218
54	42.083867	fwd_218
55	43.451019	fwd_218
56	46.194355	fwd_218
57	42.309172	fwd_218
58	47.825258	fwd_218
59	40.357155	fwd_218
60	41.244503	fwd_218
61	35.533038	fwd_218
62	32.277330	fwd_218
63	38.802214	fwd_218
64	39.856045	fwd_218
65	36.252577	fwd_218
66	42.304342	fwd_218
67	43.722365	fwd_218
68	43.656713	fwd_218
69	38.996022	fwd_218
70	40.947456	fwd_218
71	42.853269	fwd_218
72	43.685592	fwd_218
73	41.300073	fwd_218
74	39.722080	fwd_218
75	37.513053	fwd_218
0	37.379790	rev_218
1	38.869572	rev_218
2	38.495513	rev_218
3	41.588708	rev_218
4	39.610267	rev_218
5	44.096758	rev_218
6	44.715182	rev_218
7	42.070172	rev_218
8	41.802417	rev_218
9	42.318814	rev_218
10	38.207980	rev_218
11	32.881675	rev_218
12	29.558573	rev_218
13	27.129763	rev_218
14	27.712006	rev_218
15	34.440838	rev_218
16	35.784975	rev_218
17	37.429056	rev_218
18	45.220068	rev_218
19	45.863646	rev_218
20	43.358902	rev_218
21	39.514963	rev_218
22	36.776140	rev_218
23	33.770919	rev_218
24	34.202186	rev_218
25	38.712041	rev_218
26	43.277831	rev_218
27	43.911091	rev_218
28	43.184482	rev_218
29	41.236723	rev_218
30	39.168666	rev_218
31	42.564298	rev_218
32	40.816238	rev_218
33	35.261271	rev_218
34	34.754452	rev_218
35	32.431221	rev_218
36	36.763158	rev_218
37	40.204170	rev_218
38	39.040766	rev_218
39	37.849206	rev_218
40	42.514591	rev_218
41	43.259946	rev_218
42	41.867472	rev_218
43	39.344849	rev_218
44	42.452700	rev_218
45	36.049261	rev_218
46	35.181213	rev_218
47	37.093608	rev_218
48	42.372660	rev_218
49	40.377790	rev_218
50	39.964592	rev_218
51	37.733394	rev_218
52	35.900318	rev_218
53	40.110870	rev_218
54	41.235586	rev_218
55	37.852574	rev_218
56	43.826178	rev_218
57	41.806985	rev_218
58	41.276116	rev_218
59	36.883262	rev_218
60	31.159462	rev_218
61	31.926492	rev_218
62	34.971063	rev_218
63	34.985070	rev_218
64	40.908883	rev_218
65	39.934402	rev_218
66	50.415113	rev_218
67	51.760410	rev_218
68	48.009052	rev_218
69	49.496231	rev_218
70	51.844371	rev_218
71	46.662114	rev_218
72	46.177482	rev_218
73	43.068797	rev_218
74	41.159674	rev_218
75	34.050092	rev_218
0	39.571724	fwd_219
1	40.211645	fwd_219
2	39.877301	fwd_219
3	40.440336	fwd_219
4	42.780018	fwd_219
5	39.717287	fwd_219
6	43.167234	fwd_219
7	45.242549	fwd_219
8	39.883076	fwd_219
9	34.355331	fwd_219
10	31.404489	fwd_219
11	30.797513	fwd_219
12	34.844737	fwd_219
13	35.840095	fwd_219
14	36.141617	fwd_219
15	39.410915	fwd_219
16	40.151112	fwd_219
17	36.303883	fwd_219
18	37.742588	fwd_219
19	38.758507	fwd_219
20	34.997534	fwd_219
21	31.528869	fwd_219
22	40.943861	fwd_219
23	40.739914	fwd_219
24	42.673996	fwd_219
25	47.656704	fwd_219
26	43.518124	fwd_219
27	44.352421	fwd_219
28	49.675411	fwd_219
29	51.102729	fwd_219
30	48.606935	fwd_219
31	46.448051	fwd_219
32	44.217584	fwd_219
33	41.907393	fwd_219
34	46.362585	fwd_219
35	43.197542	fwd_219
36	46.043562	fwd_219
37	45.004627	fwd_219
38	40.093682	fwd_219
39	37.705932	fwd_219
40	39.967721	fwd_219
41	43.901226	fwd_219
42	40.146779	fwd_219
43	37.474043	fwd_219
44	39.760106	fwd_219
45	46.791852	fwd_219
46	45.218310	fwd_219
47	43.334714	fwd_219
48	45.659161	fwd_219
49	41.154050	fwd_219
50	38.084131	fwd_219
51	39.291856	fwd_219
52	36.112938	fwd_219
53	43.699674	fwd_219
54	47.406549	fwd_219
55	40.417817	fwd_219
56	42.082663	fwd_219
57	41.199348	fwd_219
58	41.745976	fwd_219
59	40.590786	fwd_219
60	32.551283	fwd_219
61	33.808356	fwd_219
62	30.530005	fwd_219
63	33.753421	fwd_219
64	43.140453	fwd_219
65	43.085741	fwd_219
66	36.641232	fwd_219
67	37.347586	fwd_219
68	37.130098	fwd_219
69	32.963469	fwd_219
70	35.727766	fwd_219
71	34.744724	fwd_219
72	35.377548	fwd_219
73	35.735900	fwd_219
74	34.500917	fwd_219
75	31.217731	fwd_219
0	42.155483	rev_219
1	43.927458	rev_219
2	47.224733	rev_219
3	47.036376	rev_219
4	45.498345	rev_219
5	46.124100	rev_219
6	40.923852	rev_219
7	35.817834	rev_219
8	29.227938	rev_219
9	23.434269	rev_219
10	27.485673	rev_219
11	29.889300	rev_219
12	39.263639	rev_219
13	40.411240	rev_219
14	43.355681	rev_219
15	50.183666	rev_219
16	50.578091	rev_219
17	45.795700	rev_219
18	43.889770	rev_219
19	37.030403	rev_219
20	32.994311	rev_219
21	34.422544	rev_219
22	37.797781	rev_219
23	41.401875	rev_219
24	41.624176	rev_219
25	41.330337	rev_219
26	42.796681	rev_219
27	45.347014	rev_219
28	47.458209	rev_219
29	45.526170	rev_219
30	45.711686	rev_219
31	46.974984	rev_219
32	41.864685	rev_219
33	39.539489	rev_219
34	45.145665	rev_219
35	45.810058	rev_219
36	42.994898	rev_219
37	36.286609	rev_219
38	40.758710	rev_219
39	39.895259	rev_219
40	41.881406	rev_219
41	43.152002	rev_219
42	37.227048	rev_219
43	39.173892	rev_219
44	39.678571	rev_219
45	41.461546	rev_219
46	46.723341	rev_219
47	45.366536	rev_219
48	41.073175	rev_219
49	35.190722	rev_219
50	33.901136	rev_219
51	39.174407	rev_219
52	38.771042	rev_219
53	39.828030	rev_219
54	46.813619	rev_219
55	43.504672	rev_219
56	40.683496	rev_219
57	46.009889	rev_219
58	40.528400	rev_219
59	35.664548	rev_219
60	34.387624	rev_219
61	35.129677	rev_219
62	38.569668	rev_219
63	43.276763	rev_219
64	45.871989	rev_219
65	45.173287	rev_219
66	41.487051	rev_219
67	37.131907	rev_219
68	31.708320	rev_219
69	28.512800	rev_219
70	29.675032	rev_219
71	33.991006	rev_219
72	33.751946	rev_219
73	38.493326	rev_219
74	40.995329	rev_219
75	35.124139	rev_219
0	44.966184	fwd_220
1	42.043023	fwd_220
2	41.959513	fwd_220
3	49.054285	fwd_220
4	45.462691	fwd_220
5	38.279828	fwd_220
6	39.401484	fwd_220
7	35.152139	fwd_220
8	33.371155	fwd_220
9	35.899907	fwd_220
10	40.736316	fwd_220
11	39.197119	fwd_220
12	35.553295	fwd_220
13	37.537190	fwd_220
14	37.731515	fwd_220
15	37.835809	fwd_220
16	39.284355	fwd_220
17	35.601760	fwd_220
18	34.747107	fwd_220
19	39.842620	fwd_220
20	37.983469	fwd_220
21	45.181014	fwd_220
22	43.893667	fwd_220
23	37.099871	fwd_220
24	36.764865	fwd_220
25	35.958622	fwd_220
26	37.886427	fwd_220
27	40.522736	fwd_220
28	39.508417	fwd_220
29	37.593461	fwd_220
30	39.649180	fwd_220
31	44.913716	fwd_220
32	40.626703	fwd_220
33	36.456987	fwd_220
34	37.457526	fwd_220
35	39.474358	fwd_220
36	34.334133	fwd_220
37	39.282895	fwd_220
38	43.866134	fwd_220
39	44.200560	fwd_220
40	44.846494	fwd_220
41	47.059844	fwd_220
42	43.447483	fwd_220
43	47.326306	fwd_220
44	49.577827	fwd_220
45	43.883826	fwd_220
46	39.680756	fwd_220
47	35.076074	fwd_220
48	32.452660	fwd_220
49	27.702746	fwd_220
50	28.612067	fwd_220
51	33.583890	fwd_220
52	32.068712	fwd_220
53	30.865710	fwd_220
54	31.029406	fwd_220
55	30.186227	fwd_220
56	27.362836	fwd_220
57	27.109736	fwd_220
58	31.426713	fwd_220
59	36.589886	fwd_220
60	40.177128	fwd_220
61	43.614695	fwd_220
62	46.658183	fwd_220
63	46.980749	fwd_220
64	46.296997	fwd_220
65	44.715273	fwd_220
66	39.157848	fwd_220
67	33.735591	fwd_220
68	32.454958	fwd_220
69	27.213358	fwd_220
70	25.526459	fwd_220
71	32.740600	fwd_220
72	45.270292	fwd_220
73	43.913385	fwd_220
74	45.732338	fwd_220
75	50.846149	fwd_220
0	33.287352	rev_220
1	32.491659	rev_220
2	35.519540	rev_220
3	40.983752	rev_220
4	43.007184	rev_220
5	43.108573	rev_220
6	41.546634	rev_220
7	41.532139	rev_220
8	43.321213	rev_220
9	44.681748	rev_220
10	37.562648	rev_220
11	39.256181	rev_220
12	36.454091	rev_220
13	35.005411	rev_220
14	39.855631	rev_220
15	39.409055	rev_220
16	38.441382	rev_220
17	35.023146	rev_220
18	35.030203	rev_220
19	36.117322	rev_220
20	37.533925	rev_220
21	43.834212	rev_220
22	37.496399	rev_220
23	29.181538	rev_220
24	36.370897	rev_220
25	42.019939	rev_220
26	38.272475	rev_220
27	40.119319	rev_220
28	40.258436	rev_220
29	40.942745	rev_220
30	45.713082	rev_220
31	46.398146	rev_220
32	41.587247	rev_220
33	44.580904	rev_220
34	41.047515	rev_220
35	38.823860	rev_220
36	44.091442	rev_220
37	43.303232	rev_220
38	42.605003	rev_220
39	46.014009	rev_220
40	39.472749	rev_220
41	40.685269	rev_220
42	38.055020	rev_220
43	40.959933	rev_220
44	43.911886	rev_220
45	38.363351	rev_220
46	34.393834	rev_220
47	31.512750	rev_220
48	28.012821	rev_220
49	29.296816	rev_220
50	28.750103	rev_220
51	31.720359	rev_220
52	35.592509	rev_220
53	33.083484	rev_220
54	35.988343	rev_220
55	36.475781	rev_220
56	35.332154	rev_220
57	35.119116	rev_220
58	40.729330	rev_220
59	38.951958	rev_220
60	35.250892	rev_220
61	40.078161	rev_220
62	39.890554	rev_220
63	36.318333	rev_220
64	39.194366	rev_220
65	39.097435	rev_220
66	35.579174	rev_220
67	32.539740	rev_220
68	30.109368	rev_220
69	28.178914	rev_220
70	34.608804	rev_220
71	39.429064	rev_220
72	46.619482	rev_220
73	46.827111	rev_220
74	46.583241	rev_220
75	46.201752	rev_220
0	40.484415	fwd_221
1	39.893596	fwd_221
2	37.665412	fwd_221
3	32.593404	fwd_221
4	33.811079	fwd_221
5	30.523357	fwd_221
6	29.797410	fwd_221
7	37.038750	fwd_221
8	43.337332	fwd_221
9	38.752352	fwd_221
10	40.603338	fwd_221
11	34.616293	fwd_221
12	28.190392	fwd_221
13	30.957454	fwd_221
14	32.916735	fwd_221
15	33.152916	fwd_221
16	37.206260	fwd_221
17	34.562035	fwd_221
18	30.252847	fwd_221
19	30.353678	fwd_221
20	33.655719	fwd_221
21	37.240367	fwd_221
22	38.959651	fwd_221
23	36.572767	fwd_221
24	35.195600	fwd_221
25	31.315708	fwd_221
26	37.916155	fwd_221
27	35.439176	fwd_221
28	35.991873	fwd_221
29	36.720092	fwd_221
30	35.802431	fwd_221
31	38.810689	fwd_221
32	37.016836	fwd_221
33	33.795065	fwd_221
34	36.751314	fwd_221
35	40.342060	fwd_221
36	41.735147	fwd_221
37	36.883317	fwd_221
38	36.478654	fwd_221
39	40.440176	fwd_221
40	44.480071	fwd_221
41	45.964623	fwd_221
42	45.114103	fwd_221
43	46.335492	fwd_221
44	46.973902	fwd_221
45	50.150150	fwd_221
46	49.832785	fwd_221
47	47.232430	fwd_221
48	47.435085	fwd_221
49	44.718120	fwd_221
50	43.206112	fwd_221
51	39.862496	fwd_221
52	40.701276	fwd_221
53	47.366632	fwd_221
54	48.836068	fwd_221
55	42.831906	fwd_221
56	35.459892	fwd_221
57	32.888733	fwd_221
58	30.814502	fwd_221
59	27.177376	fwd_221
60	33.057972	fwd_221
61	42.229887	fwd_221
62	41.318597	fwd_221
63	39.450261	fwd_221
64	40.323183	fwd_221
65	42.069110	fwd_221
66	36.782862	fwd_221
67	31.702419	fwd_221
68	34.113709	fwd_221
69	36.922764	fwd_221
70	40.329385	fwd_221
71	45.330585	fwd_221
72	48.556920	fwd_221
73	49.064213	fwd_221
74	48.302316	fwd_221
75	46.706412	fwd_221
0	39.511171	rev_221
1	36.158201	rev_221
2	33.641923	rev_221
3	36.245976	rev_221
4	33.564797	rev_221
5	28.522739	rev_221
6	36.085985	rev_221
7	43.500471	rev_221
8	45.286215	rev_221
9	44.497833	rev_221
10	43.232738	rev_221
11	40.336412	rev_221
12	35.066679	rev_221
13	32.878752	rev_221
14	41.294116	rev_221
15	38.810614	rev_221
16	39.652861	rev_221
17	33.639474	rev_221
18	34.852532	rev_221
19	36.512704	rev_221
20	36.708113	rev_221
21	38.685626	rev_221
22	36.379376	rev_221
23	32.141016	rev_221
24	30.308521	rev_221
25	30.794604	rev_221
26	32.006778	rev_221
27	35.200044	rev_221
28	39.431125	rev_221
29	38.303662	rev_221
30	35.143570	rev_221
31	40.176761	rev_221
32	42.037054	rev_221
33	34.983789	rev_221
34	37.758445	rev_221
35	40.702307	rev_221
36	38.176941	rev_221
37	38.658093	rev_221
38	39.211613	rev_221
39	39.977790	rev_221
40	45.442305	rev_221
41	42.841979	rev_221
42	39.366256	rev_221
43	40.249289	rev_221
44	43.299186	rev_221
45	44.439388	rev_221
46	44.768167	rev_221
47	46.468272	rev_221
48	46.136310	rev_221
49	43.679240	rev_221
50	37.843762	rev_221
51	39.032987	rev_221
52	42.382223	rev_221
53	42.268661	rev_221
54	49.152740	rev_221
55	42.510872	rev_221
56	36.962503	rev_221
57	41.651482	rev_221
58	40.274724	rev_221
59	40.533036	rev_221
60	43.494801	rev_221
61	48.060047	rev_221
62	47.881967	rev_221
63	45.189856	rev_221
64	42.247234	rev_221
65	37.573231	rev_221
66	33.546469	rev_221
67	32.977442	rev_221
68	31.450310	rev_221
69	32.952315	rev_221
70	40.934408	rev_221
71	44.000870	rev_221
72	40.152840	rev_221
73	39.009810	rev_221
74	44.909034	rev_221
75	39.870554	rev_221
0	41.485874	fwd_222
1	38.689598	fwd_222
2	35.589273	fwd_222
3	34.743739	fwd_222
4	34.843803	fwd_222
5	40.552918	fwd_222
6	38.764074	fwd_222
7	40.324731	fwd_222
8	43.613608	fwd_222
9	35.047219	fwd_222
10	31.825090	fwd_222
11	35.428020	fwd_222
12	36.935175	fwd_222
13	39.163591	fwd_222
14	40.040485	fwd_222
15	39.557497	fwd_222
16	39.893589	fwd_222
17	42.027637	fwd_222
18	41.339862	fwd_222
19	43.242902	fwd_222
20	34.980535	fwd_222
21	36.274569	fwd_222
22	37.020583	fwd_222
23	35.204957	fwd_222
24	40.777685	fwd_222
25	48.763488	fwd_222
26	40.237315	fwd_222
27	36.899811	fwd_222
28	36.778702	fwd_222
29	35.167996	fwd_222
30	32.456223	fwd_222
31	31.695944	fwd_222
32	34.752329	fwd_222
33	37.455564	fwd_222
34	36.310343	fwd_222
35	43.109157	fwd_222
36	49.044849	fwd_222
37	46.069821	fwd_222
38	42.561786	fwd_222
39	38.962954	fwd_222
40	38.087635	fwd_222
41	36.344720	fwd_222
42	34.005165	fwd_222
43	37.660576	fwd_222
44	32.511111	fwd_222
45	31.622601	fwd_222
46	41.072762	fwd_222
47	41.840968	fwd_222
48	42.540090	fwd_222
49	40.739306	fwd_222
50	37.925341	fwd_222
51	34.567045	fwd_222
52	29.851079	fwd_222
53	30.927326	fwd_222
54	26.345139	fwd_222
55	27.344050	fwd_222
56	33.650326	fwd_222
57	35.712595	fwd_222
58	41.384710	fwd_222
59	47.361798	fwd_222
60	45.268587	fwd_222
61	41.249728	fwd_222
62	44.814616	fwd_222
63	41.716323	fwd_222
64	38.232393	fwd_222
65	36.814607	fwd_222
66	38.377636	fwd_222
67	35.459046	fwd_222
68	35.811169	fwd_222
69	35.056352	fwd_222
70	40.730374	fwd_222
71	40.562452	fwd_222
72	39.080543	fwd_222
73	46.520197	fwd_222
74	50.800269	fwd_222
75	52.721193	fwd_222
0	32.301471	rev_222
1	33.546163	rev_222
2	38.035844	rev_222
3	36.646026	rev_222
4	41.464234	rev_222
5	46.192661	rev_222
6	51.076020	rev_222
7	48.934580	rev_222
8	45.303183	rev_222
9	40.040034	rev_222
10	36.050754	rev_222
11	37.171834	rev_222
12	35.842404	rev_222
13	32.539411	rev_222
14	32.149161	rev_222
15	39.144218	rev_222
16	36.612309	rev_222
17	40.015636	rev_222
18	43.594245	rev_222
19	43.747045	rev_222
20	36.504316	rev_222
21	34.720641	rev_222
22	36.914742	rev_222
23	37.075385	rev_222
24	36.852268	rev_222
25	41.940546	rev_222
26	40.539284	rev_222
27	36.209571	rev_222
28	33.774737	rev_222
29	34.483812	rev_222
30	38.409796	rev_222
31	40.737518	rev_222
32	35.416552	rev_222
33	35.538198	rev_222
34	39.212570	rev_222
35	43.431744	rev_222
36	45.420555	rev_222
37	39.822349	rev_222
38	34.706303	rev_222
39	38.013970	rev_222
40	36.269580	rev_222
41	34.477266	rev_222
42	31.752691	rev_222
43	30.454427	rev_222
44	29.800947	rev_222
45	32.314480	rev_222
46	38.637057	rev_222
47	42.092279	rev_222
48	45.641912	rev_222
49	44.217574	rev_222
50	40.628904	rev_222
51	35.900662	rev_222
52	38.902875	rev_222
53	35.495475	rev_222
54	33.286381	rev_222
55	37.888316	rev_222
56	40.190283	rev_222
57	43.317875	rev_222
58	46.006352	rev_222
59	43.469506	rev_222
60	43.843924	rev_222
61	41.998564	rev_222
62	37.314403	rev_222
63	36.819368	rev_222
64	37.951242	rev_222
65	35.974428	rev_222
66	37.587875	rev_222
67	36.879971	rev_222
68	38.495637	rev_222
69	42.389906	rev_222
70	39.260216	rev_222
71	35.641104	rev_222
72	40.634704	rev_222
73	44.374023	rev_222
74	45.379215	rev_222
75	43.740571	rev_222
0	42.016874	fwd_223
1	43.523563	fwd_223
2	40.546828	fwd_223
3	39.502097	fwd_223
4	38.192703	fwd_223
5	35.764285	fwd_223
6	37.542806	fwd_223
7	36.739275	fwd_223
8	41.402848	fwd_223
9	43.708186	fwd_223
10	47.209556	fwd_223
11	51.397145	fwd_223
12	42.106963	fwd_223
13	32.794682	fwd_223
14	32.675638	fwd_223
15	31.383731	fwd_223
16	31.584997	fwd_223
17	40.755311	fwd_223
18	41.795594	fwd_223
19	37.404054	fwd_223
20	41.254072	fwd_223
21	42.704164	fwd_223
22	39.545726	fwd_223
23	39.343044	fwd_223
24	38.483827	fwd_223
25	33.291296	fwd_223
26	36.233394	fwd_223
27	45.840141	fwd_223
28	45.268735	fwd_223
29	45.219347	fwd_223
30	47.577200	fwd_223
31	46.045071	fwd_223
32	42.890098	fwd_223
33	42.318153	fwd_223
34	44.325378	fwd_223
35	44.739613	fwd_223
36	38.018208	fwd_223
37	37.166256	fwd_223
38	34.404103	fwd_223
39	30.730141	fwd_223
40	33.311759	fwd_223
41	37.696926	fwd_223
42	37.609575	fwd_223
43	30.995616	fwd_223
44	28.397175	fwd_223
45	26.698702	fwd_223
46	29.384334	fwd_223
47	39.478864	fwd_223
48	42.519813	fwd_223
49	43.333757	fwd_223
50	47.170315	fwd_223
51	42.106327	fwd_223
52	40.852358	fwd_223
53	45.332750	fwd_223
54	40.684211	fwd_223
55	39.423500	fwd_223
56	39.190082	fwd_223
57	39.784966	fwd_223
58	37.894888	fwd_223
