bp	match_score	direction
31	34.189965	rev_35
32	32.774501	rev_35
33	37.944911	rev_35
34	34.379314	rev_35
35	32.664065	rev_35
36	36.532870	rev_35
37	38.319070	rev_35
38	40.915648	rev_35
39	33.520213	rev_35
40	29.937331	rev_35
41	29.382072	rev_35
42	35.205062	rev_35
43	39.621631	rev_35
44	40.281678	rev_35
45	35.563239	rev_35
46	36.613847	rev_35
47	39.256391	rev_35
48	36.322082	rev_35
49	40.057917	rev_35
50	36.349461	rev_35
51	27.250654	rev_35
52	30.903407	rev_35
53	36.117315	rev_35
54	35.931680	rev_35
55	39.608357	rev_35
56	37.229075	rev_35
57	34.346533	rev_35
58	38.351963	rev_35
59	40.766706	rev_35
60	39.644284	rev_35
61	39.220099	rev_35
62	33.838527	rev_35
63	29.171216	rev_35
64	34.126067	rev_35
65	34.542734	rev_35
66	32.970476	rev_35
67	40.917470	rev_35
68	34.828207	rev_35
69	31.218094	rev_35
70	34.074570	rev_35
71	33.581793	rev_35
72	40.526051	rev_35
73	41.041972	rev_35
74	38.491963	rev_35
75	35.481847	rev_35
0	40.839804	fwd_36
1	38.838507	fwd_36
2	40.238471	fwd_36
3	40.954650	fwd_36
4	38.067255	fwd_36
5	41.674258	fwd_36
6	41.177576	fwd_36
7	42.559101	fwd_36
8	43.111811	fwd_36
9	34.252149	fwd_36
10	31.261144	fwd_36
11	31.195122	fwd_36
12	35.445167	fwd_36
13	40.329752	fwd_36
14	39.157510	fwd_36
15	38.190611	fwd_36
16	33.781322	fwd_36
17	32.772786	fwd_36
18	30.957359	fwd_36
19	30.596767	fwd_36
20	33.910106	fwd_36
21	32.022041	fwd_36
22	30.961874	fwd_36
23	31.880511	fwd_36
24	34.714635	fwd_36
25	36.950536	fwd_36
26	37.965016	fwd_36
27	39.259247	fwd_36
28	41.508982	fwd_36
29	37.429562	fwd_36
30	31.558906	fwd_36
31	28.811131	fwd_36
32	26.878853	fwd_36
33	35.209358	fwd_36
34	40.133642	fwd_36
35	40.449964	fwd_36
36	39.272445	fwd_36
37	36.897752	fwd_36
38	31.693657	fwd_36
39	31.984006	fwd_36
40	31.535484	fwd_36
41	31.375460	fwd_36
42	32.784277	fwd_36
43	27.949039	fwd_36
44	29.041801	fwd_36
45	31.921965	fwd_36
46	32.061417	fwd_36
47	36.670427	fwd_36
48	37.578449	fwd_36
49	37.824120	fwd_36
50	35.429223	fwd_36
51	34.438844	fwd_36
52	36.933183	fwd_36
53	40.609675	fwd_36
54	40.640751	fwd_36
55	43.769291	fwd_36
56	42.163174	fwd_36
57	41.445174	fwd_36
58	38.482948	fwd_36
59	36.353736	fwd_36
60	37.442762	fwd_36
61	35.123359	fwd_36
62	41.400942	fwd_36
63	39.022019	fwd_36
64	34.825920	fwd_36
65	33.429126	fwd_36
66	30.835822	fwd_36
67	31.190055	fwd_36
68	33.968792	fwd_36
69	38.480025	fwd_36
70	40.072387	fwd_36
71	43.271175	fwd_36
72	40.123802	fwd_36
73	40.389210	fwd_36
74	45.954035	fwd_36
75	43.667213	fwd_36
0	37.982744	rev_36
1	40.711657	rev_36
2	43.325929	rev_36
3	44.085384	rev_36
4	40.152858	rev_36
5	41.783296	rev_36
6	41.799026	rev_36
7	37.905768	rev_36
8	36.026353	rev_36
9	28.114720	rev_36
10	29.731976	rev_36
11	36.242224	rev_36
12	36.969518	rev_36
13	38.559878	rev_36
14	36.208612	rev_36
15	32.153874	rev_36
16	29.361707	rev_36
17	30.510305	rev_36
18	32.728639	rev_36
19	33.508242	rev_36
20	34.009961	rev_36
21	34.701002	rev_36
22	30.432703	rev_36
23	27.512867	rev_36
24	36.145789	rev_36
25	36.014591	rev_36
26	33.565516	rev_36
27	34.627435	rev_36
28	33.149512	rev_36
29	31.832393	rev_36
30	32.176629	rev_36
31	32.518665	rev_36
32	38.173045	rev_36
33	44.713766	rev_36
34	41.289547	rev_36
35	40.465321	rev_36
36	36.912349	rev_36
37	33.510025	rev_36
38	31.070081	rev_36
39	31.448212	rev_36
40	34.893261	rev_36
41	38.285256	rev_36
42	37.722575	rev_36
43	33.127514	rev_36
44	36.284819	rev_36
45	42.471434	rev_36
46	43.496466	rev_36
47	43.255890	rev_36
48	38.994269	rev_36
49	39.350302	rev_36
50	37.605200	rev_36
51	38.919675	rev_36
52	41.348266	rev_36
53	42.839504	rev_36
54	35.814502	rev_36
55	36.646571	rev_36
56	34.532838	rev_36
57	25.939835	rev_36
58	32.077759	rev_36
59	32.450566	rev_36
60	32.401322	rev_36
61	35.768758	rev_36
62	36.355233	rev_36
63	35.920850	rev_36
64	37.368391	rev_36
65	35.980771	rev_36
66	36.432707	rev_36
67	40.307830	rev_36
68	40.773886	rev_36
69	37.238126	rev_36
70	34.452720	rev_36
71	34.444638	rev_36
72	32.936499	rev_36
73	40.624992	rev_36
74	42.764191	rev_36
75	36.746903	rev_36
0	52.064004	fwd_37
1	49.471531	fwd_37
2	43.704497	fwd_37
3	39.216608	fwd_37
4	37.312988	fwd_37
5	41.066997	fwd_37
6	42.238305	fwd_37
7	46.658439	fwd_37
8	44.504967	fwd_37
9	46.446438	fwd_37
10	46.636470	fwd_37
11	42.311108	fwd_37
12	40.767494	fwd_37
13	37.594652	fwd_37
14	37.326573	fwd_37
15	37.636001	fwd_37
16	39.884121	fwd_37
17	35.199380	fwd_37
18	28.558425	fwd_37
19	28.521239	fwd_37
20	27.616169	fwd_37
21	32.130654	fwd_37
22	34.772708	fwd_37
23	34.130328	fwd_37
24	36.756699	fwd_37
25	37.954288	fwd_37
26	42.335850	fwd_37
27	39.191031	fwd_37
28	35.391195	fwd_37
29	40.020736	fwd_37
30	35.625459	fwd_37
31	41.596507	fwd_37
32	37.084471	fwd_37
33	31.148546	fwd_37
34	36.294614	fwd_37
35	36.572680	fwd_37
36	35.439589	fwd_37
37	36.798562	fwd_37
38	36.429156	fwd_37
39	36.296678	fwd_37
40	36.016466	fwd_37
41	36.894108	fwd_37
42	31.906331	fwd_37
43	25.358621	fwd_37
44	23.559561	fwd_37
45	27.057047	fwd_37
46	29.100295	fwd_37
47	32.215914	fwd_37
48	32.870655	fwd_37
49	28.746158	fwd_37
50	31.107471	fwd_37
51	31.013718	fwd_37
52	28.761272	fwd_37
53	34.363151	fwd_37
54	35.613379	fwd_37
55	33.196073	fwd_37
56	33.608298	fwd_37
57	36.303298	fwd_37
58	36.607313	fwd_37
59	39.530187	fwd_37
60	36.973547	fwd_37
61	40.670791	fwd_37
62	38.102374	fwd_37
63	37.955265	fwd_37
64	38.072048	fwd_37
65	33.929291	fwd_37
66	35.575346	fwd_37
67	36.402354	fwd_37
68	34.939610	fwd_37
69	37.947962	fwd_37
70	31.937577	fwd_37
71	30.330827	fwd_37
72	34.759239	fwd_37
73	34.378747	fwd_37
74	35.147435	fwd_37
75	38.557882	fwd_37
0	45.106801	rev_37
1	42.914584	rev_37
2	36.031922	rev_37
3	38.061500	rev_37
4	41.531166	rev_37
5	48.262805	rev_37
6	47.005714	rev_37
7	44.863563	rev_37
8	40.527019	rev_37
9	40.293503	rev_37
10	42.584855	rev_37
11	41.112561	rev_37
12	43.755205	rev_37
13	39.617914	rev_37
14	36.249093	rev_37
15	38.763537	rev_37
16	35.356356	rev_37
17	32.655904	rev_37
18	29.255936	rev_37
19	29.859055	rev_37
20	36.263417	rev_37
21	39.596916	rev_37
22	42.621209	rev_37
23	39.162586	rev_37
24	39.128159	rev_37
25	37.671243	rev_37
26	34.039462	rev_37
27	37.790383	rev_37
28	35.215526	rev_37
29	36.240344	rev_37
30	39.070750	rev_37
31	37.489808	rev_37
32	35.234059	rev_37
33	32.489108	rev_37
34	32.770111	rev_37
35	37.720857	rev_37
36	36.693414	rev_37
37	40.586110	rev_37
38	37.337251	rev_37
39	36.220714	rev_37
40	37.628745	rev_37
41	34.562226	rev_37
42	28.406290	rev_37
43	26.739901	rev_37
44	26.276394	rev_37
45	32.538742	rev_37
46	38.583203	rev_37
47	36.738406	rev_37
48	34.162539	rev_37
49	31.025020	rev_37
50	32.278322	rev_37
51	32.375633	rev_37
52	32.645617	rev_37
53	32.545244	rev_37
54	32.577893	rev_37
55	30.926138	rev_37
56	26.592129	rev_37
57	30.791243	rev_37
58	30.072597	rev_37
59	37.196090	rev_37
60	37.851004	rev_37
61	34.556957	rev_37
62	36.156660	rev_37
63	33.520219	rev_37
64	30.666805	rev_37
65	34.278109	rev_37
66	36.185113	rev_37
67	37.289186	rev_37
68	40.931757	rev_37
69	44.451742	rev_37
70	44.243174	rev_37
71	44.769734	rev_37
72	46.678610	rev_37
73	44.232826	rev_37
74	41.297047	rev_37
75	39.564409	rev_37
0	40.841141	fwd_38
1	38.218322	fwd_38
2	41.537555	fwd_38
3	50.659950	fwd_38
4	46.611279	fwd_38
5	37.912035	fwd_38
6	35.013806	fwd_38
7	34.658589	fwd_38
8	37.325338	fwd_38
9	41.271153	fwd_38
10	38.778977	fwd_38
11	34.620574	fwd_38
12	35.652976	fwd_38
13	35.984073	fwd_38
14	31.629171	fwd_38
15	36.736784	fwd_38
16	31.765704	fwd_38
17	31.469928	fwd_38
18	32.598490	fwd_38
19	35.235511	fwd_38
20	40.337344	fwd_38
21	37.592909	fwd_38
22	33.380815	fwd_38
23	31.118562	fwd_38
24	27.989196	fwd_38
25	31.549666	fwd_38
26	33.518913	fwd_38
27	32.494389	fwd_38
28	32.542267	fwd_38
29	30.595273	fwd_38
30	30.529297	fwd_38
31	37.106029	fwd_38
32	38.509875	fwd_38
33	38.023879	fwd_38
34	34.689695	fwd_38
35	35.672900	fwd_38
36	35.384053	fwd_38
37	35.698470	fwd_38
38	44.935250	fwd_38
39	44.379879	fwd_38
40	38.083306	fwd_38
41	41.917771	fwd_38
42	37.766648	fwd_38
43	41.185534	fwd_38
44	48.353818	fwd_38
45	41.737607	fwd_38
46	41.763288	fwd_38
47	39.647917	fwd_38
48	42.148610	fwd_38
49	38.724209	fwd_38
50	32.782519	fwd_38
51	32.447186	fwd_38
52	33.963994	fwd_38
53	35.558743	fwd_38
54	37.959355	fwd_38
55	36.775533	fwd_38
56	37.000163	fwd_38
57	32.927394	fwd_38
58	32.978749	fwd_38
59	34.653675	fwd_38
60	37.207840	fwd_38
61	34.823725	fwd_38
62	31.240825	fwd_38
63	33.955162	fwd_38
64	36.417126	fwd_38
65	36.097628	fwd_38
66	35.754737	fwd_38
67	33.746170	fwd_38
68	32.659815	fwd_38
69	35.411109	fwd_38
70	44.090202	fwd_38
71	42.243910	fwd_38
72	41.171971	fwd_38
73	42.928815	fwd_38
74	38.932252	fwd_38
75	36.240548	fwd_38
0	38.301616	rev_38
1	36.409976	rev_38
2	45.666358	rev_38
3	43.361092	rev_38
4	36.336979	rev_38
5	33.273798	rev_38
6	29.216147	rev_38
7	35.427593	rev_38
8	42.096392	rev_38
9	38.588548	rev_38
10	35.527723	rev_38
11	30.659415	rev_38
12	29.463250	rev_38
13	37.848054	rev_38
14	34.048580	rev_38
15	35.826047	rev_38
16	35.940051	rev_38
17	30.446333	rev_38
18	32.988020	rev_38
19	36.139786	rev_38
20	35.328907	rev_38
21	35.651043	rev_38
22	30.991533	rev_38
23	29.759549	rev_38
24	30.087512	rev_38
25	34.101497	rev_38
26	34.968037	rev_38
27	34.547799	rev_38
28	30.276047	rev_38
29	33.556777	rev_38
30	37.305675	rev_38
31	41.412826	rev_38
32	42.066422	rev_38
33	33.397803	rev_38
34	33.007558	rev_38
35	37.091869	rev_38
36	36.757291	rev_38
37	44.580308	rev_38
38	42.490008	rev_38
39	39.867913	rev_38
40	39.321988	rev_38
41	34.983331	rev_38
42	39.452986	rev_38
43	44.186411	rev_38
44	44.674157	rev_38
45	42.510201	rev_38
46	43.076825	rev_38
47	40.660929	rev_38
48	42.699459	rev_38
49	41.643532	rev_38
50	37.123095	rev_38
51	39.377233	rev_38
52	40.862041	rev_38
53	37.783789	rev_38
54	37.347709	rev_38
55	30.462107	rev_38
56	31.334126	rev_38
57	32.304885	rev_38
58	31.520656	rev_38
59	39.296195	rev_38
60	40.491973	rev_38
61	31.707378	rev_38
62	30.753227	rev_38
63	30.980245	rev_38
64	32.220527	rev_38
65	33.586531	rev_38
66	35.562021	rev_38
67	34.889095	rev_38
68	39.679735	rev_38
69	44.342106	rev_38
70	44.717855	rev_38
71	40.265543	rev_38
72	35.551403	rev_38
73	33.344805	rev_38
74	28.843632	rev_38
75	29.593561	rev_38
0	40.086557	fwd_39
1	38.903745	fwd_39
2	39.351620	fwd_39
3	39.863695	fwd_39
4	42.173259	fwd_39
5	41.023549	fwd_39
6	39.983076	fwd_39
7	38.523575	fwd_39
8	40.130720	fwd_39
9	37.224367	fwd_39
10	31.238440	fwd_39
11	33.354405	fwd_39
12	32.628910	fwd_39
13	40.642558	fwd_39
14	43.119210	fwd_39
15	34.317708	fwd_39
16	35.899591	fwd_39
17	31.477349	fwd_39
18	32.848441	fwd_39
19	35.616223	fwd_39
20	31.679757	fwd_39
21	31.423896	fwd_39
22	31.009567	fwd_39
23	30.343455	fwd_39
24	31.571010	fwd_39
25	33.260523	fwd_39
26	39.529374	fwd_39
27	39.015822	fwd_39
28	37.891307	fwd_39
29	37.375559	fwd_39
30	38.012495	fwd_39
31	37.536812	fwd_39
32	38.974313	fwd_39
33	36.515795	fwd_39
34	39.513793	fwd_39
35	39.237553	fwd_39
36	37.302486	fwd_39
37	34.036824	fwd_39
38	32.558766	fwd_39
39	34.026499	fwd_39
40	38.743056	fwd_39
41	35.167388	fwd_39
42	38.343932	fwd_39
43	41.691012	fwd_39
44	31.871814	fwd_39
45	36.421337	fwd_39
46	40.138973	fwd_39
47	41.699769	fwd_39
48	43.642830	fwd_39
49	38.859168	fwd_39
50	37.154286	fwd_39
51	36.948594	fwd_39
52	39.946355	fwd_39
53	37.736698	fwd_39
54	38.393429	fwd_39
55	35.744172	fwd_39
56	36.897921	fwd_39
57	39.340107	fwd_39
58	38.496837	fwd_39
59	37.137130	fwd_39
60	34.116164	fwd_39
61	37.732665	fwd_39
62	40.345417	fwd_39
63	36.759570	fwd_39
64	37.397659	fwd_39
65	35.663517	fwd_39
66	34.935472	fwd_39
67	33.040970	fwd_39
68	35.893309	fwd_39
69	30.580691	fwd_39
70	34.814063	fwd_39
71	37.519941	fwd_39
72	35.216152	fwd_39
73	35.979303	fwd_39
74	37.546143	fwd_39
75	36.662585	fwd_39
0	34.772603	rev_39
1	35.358388	rev_39
2	34.733425	rev_39
3	38.274639	rev_39
4	42.559649	rev_39
5	41.831812	rev_39
6	43.138850	rev_39
7	43.490619	rev_39
8	36.513450	rev_39
9	36.536377	rev_39
10	36.151340	rev_39
11	34.335069	rev_39
12	41.238076	rev_39
13	43.296909	rev_39
14	40.648455	rev_39
15	36.044086	rev_39
16	30.015353	rev_39
17	30.641426	rev_39
18	35.365876	rev_39
19	35.779552	rev_39
20	31.843328	rev_39
21	29.245288	rev_39
22	30.062447	rev_39
23	27.505109	rev_39
24	28.332337	rev_39
25	31.666662	rev_39
26	34.836004	rev_39
27	38.095787	rev_39
28	34.397965	rev_39
29	31.858167	rev_39
30	33.370626	rev_39
31	32.527693	rev_39
32	38.456481	rev_39
33	40.627901	rev_39
34	36.440411	rev_39
35	36.726943	rev_39
36	39.315876	rev_39
37	34.209504	rev_39
38	42.799808	rev_39
39	40.822453	rev_39
40	40.535270	rev_39
41	42.165395	rev_39
42	36.265040	rev_39
43	35.616467	rev_39
44	32.392643	rev_39
45	39.251319	rev_39
46	41.970724	rev_39
47	39.415629	rev_39
48	41.332891	rev_39
49	33.528878	rev_39
50	34.865013	rev_39
51	40.144446	rev_39
52	40.855899	rev_39
53	37.993281	rev_39
54	37.180276	rev_39
55	32.568442	rev_39
56	32.546481	rev_39
57	36.230287	rev_39
58	35.367522	rev_39
59	34.693897	rev_39
60	34.553225	rev_39
61	36.299886	rev_39
62	37.524177	rev_39
63	34.915425	rev_39
64	36.307264	rev_39
65	36.261859	rev_39
66	40.374072	rev_39
67	40.401618	rev_39
68	41.252409	rev_39
69	41.288205	rev_39
70	42.469231	rev_39
71	37.907068	rev_39
72	38.069672	rev_39
73	37.733771	rev_39
74	40.342376	rev_39
75	39.193005	rev_39
0	33.397157	fwd_40
1	42.286667	fwd_40
2	42.754575	fwd_40
3	36.547061	fwd_40
4	34.641588	fwd_40
5	36.183132	fwd_40
6	40.813346	fwd_40
7	40.251243	fwd_40
8	41.304058	fwd_40
9	37.738985	fwd_40
10	37.107078	fwd_40
11	40.580321	fwd_40
12	38.795969	fwd_40
13	40.446498	fwd_40
14	39.796941	fwd_40
15	37.820623	fwd_40
16	37.931067	fwd_40
17	39.457219	fwd_40
18	37.922357	fwd_40
19	35.288488	fwd_40
20	34.511086	fwd_40
21	37.412220	fwd_40
22	37.848878	fwd_40
23	39.080065	fwd_40
24	38.519487	fwd_40
25	28.497286	fwd_40
26	29.812272	fwd_40
27	33.014964	fwd_40
28	33.364248	fwd_40
29	33.279439	fwd_40
30	34.675769	fwd_40
31	36.549439	fwd_40
32	36.601637	fwd_40
33	33.135766	fwd_40
34	29.236501	fwd_40
35	28.291803	fwd_40
36	30.634846	fwd_40
37	36.753432	fwd_40
38	37.376817	fwd_40
39	37.412490	fwd_40
40	38.329135	fwd_40
41	40.136751	fwd_40
42	39.077030	fwd_40
43	37.805652	fwd_40
44	41.344642	fwd_40
45	36.716432	fwd_40
46	37.841200	fwd_40
47	36.131942	fwd_40
48	34.961296	fwd_40
49	36.704501	fwd_40
50	37.990423	fwd_40
51	36.317811	fwd_40
52	36.923255	fwd_40
53	38.303645	fwd_40
54	39.575443	fwd_40
55	47.218586	fwd_40
56	43.463499	fwd_40
57	37.677942	fwd_40
58	40.872962	fwd_40
59	38.068976	fwd_40
60	42.883435	fwd_40
61	39.436608	fwd_40
62	40.592174	fwd_40
63	42.248481	fwd_40
64	35.187460	fwd_40
65	39.961017	fwd_40
66	41.941142	fwd_40
67	36.499056	fwd_40
68	35.849886	fwd_40
69	39.237121	fwd_40
70	41.397341	fwd_40
71	41.266412	fwd_40
72	38.908397	fwd_40
73	33.377442	fwd_40
74	34.748059	fwd_40
75	35.246775	fwd_40
0	34.945817	rev_40
1	39.467492	rev_40
2	31.846254	rev_40
3	23.311714	rev_40
4	26.912367	rev_40
5	31.488021	rev_40
6	37.866997	rev_40
7	42.339322	rev_40
8	40.953389	rev_40
9	42.769057	rev_40
10	42.387718	rev_40
11	39.084028	rev_40
12	40.287059	rev_40
13	40.974490	rev_40
14	38.555163	rev_40
15	36.612217	rev_40
16	39.621003	rev_40
17	43.163741	rev_40
18	41.902377	rev_40
19	45.246418	rev_40
20	41.003861	rev_40
21	36.861676	rev_40
22	40.281260	rev_40
23	37.453324	rev_40
24	32.189665	rev_40
25	28.905885	rev_40
26	32.794750	rev_40
27	35.389183	rev_40
28	38.309141	rev_40
29	36.332839	rev_40
30	36.004366	rev_40
31	37.910667	rev_40
32	36.681948	rev_40
33	33.539025	rev_40
34	29.283515	rev_40
35	31.112542	rev_40
36	33.244747	rev_40
37	37.468496	rev_40
38	36.063367	rev_40
39	38.665326	rev_40
40	37.398331	rev_40
41	32.909660	rev_40
42	36.199781	rev_40
43	34.271116	rev_40
44	35.397988	rev_40
45	34.445817	rev_40
46	35.837160	rev_40
47	36.972478	rev_40
48	41.257598	rev_40
49	42.198574	rev_40
50	42.232065	rev_40
51	40.755319	rev_40
52	39.004355	rev_40
53	39.207479	rev_40
54	39.754221	rev_40
55	37.725470	rev_40
56	35.547389	rev_40
57	33.580042	rev_40
58	36.514234	rev_40
59	37.232068	rev_40
60	39.123580	rev_40
61	37.805744	rev_40
62	37.139597	rev_40
63	37.367943	rev_40
64	36.776246	rev_40
65	40.305131	rev_40
66	41.218724	rev_40
67	40.791135	rev_40
68	40.711776	rev_40
69	39.277059	rev_40
70	41.461801	rev_40
71	38.747737	rev_40
72	36.408683	rev_40
73	35.066145	rev_40
74	36.254886	rev_40
75	39.822099	rev_40
0	37.120044	fwd_41
1	38.360044	fwd_41
2	40.429108	fwd_41
3	43.328053	fwd_41
4	42.708645	fwd_41
5	38.038894	fwd_41
6	35.173878	fwd_41
7	34.107879	fwd_41
8	36.579825	fwd_41
9	39.797360	fwd_41
10	41.811327	fwd_41
11	36.319860	fwd_41
12	32.927245	fwd_41
13	31.172969	fwd_41
14	31.500504	fwd_41
15	32.851723	fwd_41
16	35.045356	fwd_41
17	38.607189	fwd_41
18	37.652392	fwd_41
19	35.354661	fwd_41
20	34.344346	fwd_41
21	36.521186	fwd_41
22	36.087958	fwd_41
23	38.953968	fwd_41
24	42.001354	fwd_41
25	41.676080	fwd_41
26	42.052013	fwd_41
27	38.647085	fwd_41
28	35.023536	fwd_41
29	31.451228	fwd_41
30	30.114050	fwd_41
31	31.310291	fwd_41
32	32.676690	fwd_41
33	28.254584	fwd_41
34	26.749080	fwd_41
35	31.623126	fwd_41
36	36.705087	fwd_41
37	42.900054	fwd_41
38	40.885318	fwd_41
39	34.519485	fwd_41
40	34.010691	fwd_41
41	38.337082	fwd_41
42	36.323030	fwd_41
43	35.166798	fwd_41
44	36.546522	fwd_41
45	36.180599	fwd_41
46	44.949089	fwd_41
47	52.484513	fwd_41
48	47.497601	fwd_41
49	48.369410	fwd_41
50	41.147416	fwd_41
51	35.418069	fwd_41
52	36.907981	fwd_41
53	35.977901	fwd_41
54	35.751810	fwd_41
55	41.166653	fwd_41
56	35.308218	fwd_41
57	36.495495	fwd_41
58	37.752549	fwd_41
59	35.283432	fwd_41
60	36.870145	fwd_41
61	37.764280	fwd_41
62	44.808313	fwd_41
63	46.076806	fwd_41
64	36.449613	fwd_41
65	33.075561	fwd_41
66	32.203360	fwd_41
67	37.412311	fwd_41
68	40.632696	fwd_41
69	39.309957	fwd_41
70	36.557680	fwd_41
71	33.397095	fwd_41
72	31.634540	fwd_41
73	32.996595	fwd_41
74	37.211607	fwd_41
75	40.532346	fwd_41
0	35.813454	rev_41
1	32.504643	rev_41
2	33.970648	rev_41
3	38.985705	rev_41
4	36.447080	rev_41
5	34.923341	rev_41
6	33.589518	rev_41
7	34.340824	rev_41
8	38.964244	rev_41
9	36.434467	rev_41
10	37.004560	rev_41
11	33.921254	rev_41
12	30.694501	rev_41
13	29.309966	rev_41
14	32.486579	rev_41
15	33.866573	rev_41
16	38.067735	rev_41
17	39.907884	rev_41
18	38.196108	rev_41
19	39.403294	rev_41
20	35.912018	rev_41
21	37.586674	rev_41
22	37.884911	rev_41
23	35.020673	rev_41
24	33.772763	rev_41
25	34.931082	rev_41
26	33.856087	rev_41
27	34.175184	rev_41
28	37.517168	rev_41
29	32.817021	rev_41
30	37.737846	rev_41
31	38.226995	rev_41
32	35.725711	rev_41
33	35.195937	rev_41
34	30.541196	rev_41
35	35.968897	rev_41
36	41.384486	rev_41
37	44.349303	rev_41
38	43.837383	rev_41
39	40.106044	rev_41
40	36.599948	rev_41
41	39.098879	rev_41
42	42.639523	rev_41
43	37.672582	rev_41
44	36.169668	rev_41
45	38.600793	rev_41
46	39.455971	rev_41
47	41.061020	rev_41
48	36.385303	rev_41
49	34.005388	rev_41
50	31.048336	rev_41
51	37.951779	rev_41
52	42.562950	rev_41
53	43.752200	rev_41
54	43.004306	rev_41
55	41.838388	rev_41
56	40.662535	rev_41
57	40.045668	rev_41
58	40.668902	rev_41
59	40.711050	rev_41
60	40.844266	rev_41
61	40.671189	rev_41
62	36.181653	rev_41
63	34.409253	rev_41
64	29.080119	rev_41
65	26.988715	rev_41
66	31.944146	rev_41
67	37.509819	rev_41
68	36.523948	rev_41
69	37.880921	rev_41
70	37.656251	rev_41
71	34.000679	rev_41
72	35.533647	rev_41
73	38.689201	rev_41
74	39.894775	rev_41
75	39.016218	rev_41
0	29.142806	fwd_42
1	34.529830	fwd_42
2	40.215077	fwd_42
3	44.731683	fwd_42
4	39.843558	fwd_42
5	32.343474	fwd_42
6	32.109156	fwd_42
7	35.023387	fwd_42
8	32.173357	fwd_42
9	33.210714	fwd_42
10	32.506379	fwd_42
11	32.834930	fwd_42
12	36.201852	fwd_42
13	32.738161	fwd_42
14	37.160718	fwd_42
15	41.113529	fwd_42
16	40.773534	fwd_42
17	41.846503	fwd_42
18	41.525861	fwd_42
19	37.795026	fwd_42
20	29.627066	fwd_42
21	31.996274	fwd_42
22	33.950981	fwd_42
23	39.410118	fwd_42
24	45.018351	fwd_42
25	40.302439	fwd_42
26	40.179370	fwd_42
27	41.192810	fwd_42
28	44.710803	fwd_42
29	43.555516	fwd_42
30	36.608464	fwd_42
31	34.788310	fwd_42
32	31.818551	fwd_42
33	29.002147	fwd_42
34	35.701450	fwd_42
35	37.517317	fwd_42
36	38.775137	fwd_42
37	38.298034	fwd_42
38	38.111606	fwd_42
39	43.035943	fwd_42
40	46.415317	fwd_42
41	43.679820	fwd_42
42	39.711044	fwd_42
43	38.671897	fwd_42
44	37.089569	fwd_42
45	33.318296	fwd_42
46	36.947418	fwd_42
47	37.884693	fwd_42
48	34.321762	fwd_42
49	36.447848	fwd_42
50	35.864647	fwd_42
51	38.014657	fwd_42
52	37.828146	fwd_42
53	38.120390	fwd_42
54	41.223854	fwd_42
55	37.583058	fwd_42
56	36.332592	fwd_42
57	32.496157	fwd_42
58	29.545999	fwd_42
59	36.347291	fwd_42
60	36.784945	fwd_42
61	37.081656	fwd_42
62	33.239655	fwd_42
63	29.785101	fwd_42
64	30.628653	fwd_42
65	32.381450	fwd_42
66	30.360909	fwd_42
67	25.480077	fwd_42
68	23.197685	fwd_42
69	25.150198	fwd_42
70	29.045807	fwd_42
71	36.282844	fwd_42
72	38.061314	fwd_42
73	37.954988	fwd_42
74	38.252706	fwd_42
75	35.202272	fwd_42
0	32.308024	rev_42
1	36.554225	rev_42
2	41.549203	rev_42
3	40.854150	rev_42
4	38.062351	rev_42
5	35.899045	rev_42
6	29.769292	rev_42
7	34.610760	rev_42
8	36.296696	rev_42
9	32.219765	rev_42
10	37.246435	rev_42
11	35.497424	rev_42
12	37.962059	rev_42
13	37.038611	rev_42
14	38.300188	rev_42
15	41.995769	rev_42
16	34.263829	rev_42
17	36.755379	rev_42
18	41.163736	rev_42
19	38.097636	rev_42
20	37.863662	rev_42
21	41.242753	rev_42
22	40.418385	rev_42
23	42.176386	rev_42
24	39.498231	rev_42
25	31.635359	rev_42
26	31.975894	rev_42
27	37.083393	rev_42
28	40.840499	rev_42
29	37.840782	rev_42
30	35.535437	rev_42
31	33.685228	rev_42
32	34.392526	rev_42
33	36.382452	rev_42
34	41.062987	rev_42
35	42.346377	rev_42
36	40.784954	rev_42
37	39.150774	rev_42
38	38.021933	rev_42
39	38.496294	rev_42
40	36.474257	rev_42
41	36.568223	rev_42
42	32.870468	rev_42
43	27.876751	rev_42
44	30.758025	rev_42
45	32.621014	rev_42
46	37.695096	rev_42
47	40.435416	rev_42
48	42.635348	rev_42
49	43.849638	rev_42
50	39.324743	rev_42
51	37.521544	rev_42
52	38.065756	rev_42
53	39.822050	rev_42
54	39.046744	rev_42
55	40.081136	rev_42
56	34.959578	rev_42
57	31.018190	rev_42
58	30.911329	rev_42
59	36.733752	rev_42
60	39.008804	rev_42
61	38.653506	rev_42
62	32.693561	rev_42
63	29.529765	rev_42
64	33.878284	rev_42
65	32.732995	rev_42
66	28.798710	rev_42
67	26.546754	rev_42
68	22.461366	rev_42
69	28.173058	rev_42
70	33.674860	rev_42
71	35.882702	rev_42
72	39.221444	rev_42
73	38.819043	rev_42
74	37.986387	rev_42
75	36.488003	rev_42
0	43.274035	fwd_43
1	44.279328	fwd_43
2	40.475121	fwd_43
3	37.222164	fwd_43
4	40.585623	fwd_43
5	39.619295	fwd_43
6	43.416492	fwd_43
7	44.833125	fwd_43
8	44.666446	fwd_43
9	41.269944	fwd_43
10	35.706469	fwd_43
