contig	coord	value	param
proU_Lucht2014	143	0.8	A/T_5bp
proU_Lucht2014	144	1.0	A/T_5bp
proU_Lucht2014	145	0.8	A/T_5bp
proU_Lucht2014	146	0.6	A/T_5bp
proU_Lucht2014	147	0.4	A/T_5bp
proU_Lucht2014	148	0.2	A/T_5bp
proU_Lucht2014	149	0.0	A/T_5bp
proU_Lucht2014	150	0.0	A/T_5bp
proU_Lucht2014	151	0.2	A/T_5bp
proU_Lucht2014	152	0.4	A/T_5bp
proU_Lucht2014	153	0.6	A/T_5bp
proU_Lucht2014	154	0.8	A/T_5bp
proU_Lucht2014	155	0.8	A/T_5bp
proU_Lucht2014	156	0.6	A/T_5bp
proU_Lucht2014	157	0.6	A/T_5bp
proU_Lucht2014	158	0.4	A/T_5bp
proU_Lucht2014	159	0.2	A/T_5bp
proU_Lucht2014	160	0.2	A/T_5bp
proU_Lucht2014	161	0.4	A/T_5bp
proU_Lucht2014	162	0.4	A/T_5bp
proU_Lucht2014	163	0.4	A/T_5bp
proU_Lucht2014	164	0.6	A/T_5bp
proU_Lucht2014	165	0.8	A/T_5bp
proU_Lucht2014	166	0.8	A/T_5bp
proU_Lucht2014	167	0.8	A/T_5bp
proU_Lucht2014	168	1.0	A/T_5bp
proU_Lucht2014	169	1.0	A/T_5bp
proU_Lucht2014	170	0.8	A/T_5bp
proU_Lucht2014	171	0.8	A/T_5bp
proU_Lucht2014	172	0.8	A/T_5bp
proU_Lucht2014	173	0.6	A/T_5bp
proU_Lucht2014	174	0.4	A/T_5bp
proU_Lucht2014	175	0.4	A/T_5bp
proU_Lucht2014	176	0.4	A/T_5bp
proU_Lucht2014	177	0.2	A/T_5bp
proU_Lucht2014	178	0.4	A/T_5bp
proU_Lucht2014	179	0.6	A/T_5bp
proU_Lucht2014	180	0.8	A/T_5bp
proU_Lucht2014	181	0.8	A/T_5bp
proU_Lucht2014	182	0.8	A/T_5bp
proU_Lucht2014	183	0.6	A/T_5bp
proU_Lucht2014	184	0.4	A/T_5bp
proU_Lucht2014	185	0.4	A/T_5bp
proU_Lucht2014	186	0.4	A/T_5bp
proU_Lucht2014	187	0.4	A/T_5bp
proU_Lucht2014	188	0.6	A/T_5bp
proU_Lucht2014	189	0.6	A/T_5bp
proU_Lucht2014	190	0.4	A/T_5bp
proU_Lucht2014	191	0.2	A/T_5bp
proU_Lucht2014	192	0.2	A/T_5bp
proU_Lucht2014	193	0.2	A/T_5bp
proU_Lucht2014	194	0.4	A/T_5bp
proU_Lucht2014	195	0.4	A/T_5bp
proU_Lucht2014	196	0.4	A/T_5bp
proU_Lucht2014	197	0.4	A/T_5bp
proU_Lucht2014	198	0.4	A/T_5bp
proU_Lucht2014	199	0.2	A/T_5bp
proU_Lucht2014	200	0.4	A/T_5bp
proU_Lucht2014	201	0.4	A/T_5bp
proU_Lucht2014	202	0.6	A/T_5bp
proU_Lucht2014	203	0.6	A/T_5bp
proU_Lucht2014	204	0.8	A/T_5bp
proU_Lucht2014	205	0.6	A/T_5bp
proU_Lucht2014	206	0.8	A/T_5bp
proU_Lucht2014	207	0.6	A/T_5bp
proU_Lucht2014	208	0.6	A/T_5bp
proU_Lucht2014	209	0.4	A/T_5bp
proU_Lucht2014	210	0.6	A/T_5bp
proU_Lucht2014	211	0.6	A/T_5bp
proU_Lucht2014	212	0.8	A/T_5bp
proU_Lucht2014	213	0.6	A/T_5bp
proU_Lucht2014	214	0.8	A/T_5bp
proU_Lucht2014	215	0.8	A/T_5bp
proU_Lucht2014	216	0.8	A/T_5bp
proU_Lucht2014	217	0.6	A/T_5bp
proU_Lucht2014	218	0.6	A/T_5bp
proU_Lucht2014	219	0.4	A/T_5bp
proU_Lucht2014	220	0.4	A/T_5bp
proU_Lucht2014	221	0.4	A/T_5bp
proU_Lucht2014	222	0.4	A/T_5bp
proU_Lucht2014	223	0.6	A/T_5bp
proU_Lucht2014	224	0.8	A/T_5bp
proU_Lucht2014	225	0.8	A/T_5bp
proU_Lucht2014	226	0.8	A/T_5bp
proU_Lucht2014	227	1.0	A/T_5bp
proU_Lucht2014	228	1.0	A/T_5bp
proU_Lucht2014	229	0.8	A/T_5bp
proU_Lucht2014	230	0.8	A/T_5bp
proU_Lucht2014	231	0.6	A/T_5bp
proU_Lucht2014	232	0.6	A/T_5bp
proU_Lucht2014	233	0.4	A/T_5bp
proU_Lucht2014	234	0.6	A/T_5bp
proU_Lucht2014	235	0.6	A/T_5bp
proU_Lucht2014	236	0.8	A/T_5bp
proU_Lucht2014	237	0.8	A/T_5bp
proU_Lucht2014	238	1.0	A/T_5bp
proU_Lucht2014	239	0.8	A/T_5bp
proU_Lucht2014	240	0.6	A/T_5bp
proU_Lucht2014	241	0.6	A/T_5bp
proU_Lucht2014	242	0.6	A/T_5bp
proU_Lucht2014	243	0.6	A/T_5bp
proU_Lucht2014	244	0.6	A/T_5bp
proU_Lucht2014	245	0.6	A/T_5bp
proU_Lucht2014	246	0.4	A/T_5bp
proU_Lucht2014	247	0.4	A/T_5bp
proU_Lucht2014	248	0.4	A/T_5bp
proU_Lucht2014	249	0.6	A/T_5bp
proU_Lucht2014	250	0.8	A/T_5bp
proU_Lucht2014	251	1.0	A/T_5bp
proU_Lucht2014	252	1.0	A/T_5bp
proU_Lucht2014	253	1.0	A/T_5bp
proU_Lucht2014	254	1.0	A/T_5bp
proU_Lucht2014	255	0.8	A/T_5bp
proU_Lucht2014	256	0.6	A/T_5bp
proU_Lucht2014	257	0.6	A/T_5bp
proU_Lucht2014	258	0.4	A/T_5bp
proU_Lucht2014	259	0.4	A/T_5bp
proU_Lucht2014	260	0.6	A/T_5bp
proU_Lucht2014	261	0.8	A/T_5bp
proU_Lucht2014	262	0.6	A/T_5bp
proU_Lucht2014	263	0.8	A/T_5bp
proU_Lucht2014	264	0.6	A/T_5bp
proU_Lucht2014	265	0.6	A/T_5bp
proU_Lucht2014	266	0.6	A/T_5bp
proU_Lucht2014	267	0.8	A/T_5bp
proU_Lucht2014	268	0.8	A/T_5bp
proU_Lucht2014	269	1.0	A/T_5bp
proU_Lucht2014	270	1.0	A/T_5bp
proU_Lucht2014	271	1.0	A/T_5bp
proU_Lucht2014	272	0.8	A/T_5bp
proU_Lucht2014	273	0.6	A/T_5bp
proU_Lucht2014	274	0.6	A/T_5bp
proU_Lucht2014	275	0.6	A/T_5bp
proU_Lucht2014	276	0.6	A/T_5bp
proU_Lucht2014	277	0.6	A/T_5bp
proU_Lucht2014	278	0.8	A/T_5bp
proU_Lucht2014	279	0.8	A/T_5bp
proU_Lucht2014	280	0.8	A/T_5bp
proU_Lucht2014	281	0.6	A/T_5bp
proU_Lucht2014	282	0.8	A/T_5bp
proU_Lucht2014	283	0.8	A/T_5bp
proU_Lucht2014	284	0.8	A/T_5bp
proU_Lucht2014	285	0.8	A/T_5bp
proU_Lucht2014	286	0.8	A/T_5bp
proU_Lucht2014	287	0.6	A/T_5bp
proU_Lucht2014	288	0.6	A/T_5bp
proU_Lucht2014	289	0.6	A/T_5bp
proU_Lucht2014	290	0.4	A/T_5bp
proU_Lucht2014	291	0.4	A/T_5bp
proU_Lucht2014	292	0.4	A/T_5bp
proU_Lucht2014	293	0.4	A/T_5bp
proU_Lucht2014	294	0.4	A/T_5bp
proU_Lucht2014	295	0.6	A/T_5bp
proU_Lucht2014	296	0.8	A/T_5bp
proU_Lucht2014	297	1.0	A/T_5bp
proU_Lucht2014	298	1.0	A/T_5bp
proU_Lucht2014	299	1.0	A/T_5bp
proU_Lucht2014	300	1.0	A/T_5bp
proU_Lucht2014	301	1.0	A/T_5bp
proU_Lucht2014	302	1.0	A/T_5bp
proU_Lucht2014	303	0.8	A/T_5bp
proU_Lucht2014	304	0.8	A/T_5bp
proU_Lucht2014	305	0.8	A/T_5bp
proU_Lucht2014	306	0.8	A/T_5bp
proU_Lucht2014	307	0.8	A/T_5bp
proU_Lucht2014	308	1.0	A/T_5bp
proU_Lucht2014	309	1.0	A/T_5bp
proU_Lucht2014	310	1.0	A/T_5bp
proU_Lucht2014	311	1.0	A/T_5bp
proU_Lucht2014	312	1.0	A/T_5bp
proU_Lucht2014	313	1.0	A/T_5bp
proU_Lucht2014	314	1.0	A/T_5bp
proU_Lucht2014	315	0.8	A/T_5bp
proU_Lucht2014	316	0.8	A/T_5bp
proU_Lucht2014	317	0.8	A/T_5bp
proU_Lucht2014	318	0.8	A/T_5bp
proU_Lucht2014	319	0.8	A/T_5bp
proU_Lucht2014	320	1.0	A/T_5bp
proU_Lucht2014	321	1.0	A/T_5bp
proU_Lucht2014	322	1.0	A/T_5bp
proU_Lucht2014	323	1.0	A/T_5bp
proU_Lucht2014	324	1.0	A/T_5bp
proU_Lucht2014	325	1.0	A/T_5bp
proU_Lucht2014	326	1.0	A/T_5bp
proU_Lucht2014	327	1.0	A/T_5bp
proU_Lucht2014	328	1.0	A/T_5bp
proU_Lucht2014	329	1.0	A/T_5bp
proU_Lucht2014	330	0.8	A/T_5bp
proU_Lucht2014	331	0.6	A/T_5bp
proU_Lucht2014	332	0.4	A/T_5bp
proU_Lucht2014	333	0.2	A/T_5bp
proU_Lucht2014	334	0.2	A/T_5bp
proU_Lucht2014	335	0.2	A/T_5bp
proU_Lucht2014	336	0.2	A/T_5bp
proU_Lucht2014	337	0.4	A/T_5bp
proU_Lucht2014	338	0.6	A/T_5bp
proU_Lucht2014	339	0.4	A/T_5bp
proU_Lucht2014	340	0.4	A/T_5bp
proU_Lucht2014	341	0.6	A/T_5bp
proU_Lucht2014	342	0.4	A/T_5bp
proU_Lucht2014	343	0.4	A/T_5bp
proU_Lucht2014	344	0.4	A/T_5bp
proU_Lucht2014	345	0.4	A/T_5bp
proU_Lucht2014	346	0.2	A/T_5bp
proU_Lucht2014	347	0.4	A/T_5bp
proU_Lucht2014	348	0.2	A/T_5bp
proU_Lucht2014	349	0.2	A/T_5bp
proU_Lucht2014	350	0.2	A/T_5bp
proU_Lucht2014	351	0.4	A/T_5bp
proU_Lucht2014	352	0.4	A/T_5bp
proU_Lucht2014	353	0.4	A/T_5bp
proU_Lucht2014	354	0.6	A/T_5bp
proU_Lucht2014	355	0.8	A/T_5bp
proU_Lucht2014	356	0.8	A/T_5bp
proU_Lucht2014	357	0.8	A/T_5bp
proU_Lucht2014	358	1.0	A/T_5bp
proU_Lucht2014	359	1.0	A/T_5bp
proU_Lucht2014	360	1.0	A/T_5bp
proU_Lucht2014	361	1.0	A/T_5bp
proU_Lucht2014	362	0.8	A/T_5bp
proU_Lucht2014	363	0.6	A/T_5bp
proU_Lucht2014	364	0.6	A/T_5bp
proU_Lucht2014	365	0.6	A/T_5bp
proU_Lucht2014	366	0.4	A/T_5bp
proU_Lucht2014	367	0.6	A/T_5bp
proU_Lucht2014	368	0.8	A/T_5bp
proU_Lucht2014	369	0.6	A/T_5bp
proU_Lucht2014	370	0.4	A/T_5bp
proU_Lucht2014	371	0.6	A/T_5bp
proU_Lucht2014	372	0.4	A/T_5bp
proU_Lucht2014	373	0.4	A/T_5bp
proU_Lucht2014	374	0.6	A/T_5bp
proU_Lucht2014	375	0.8	A/T_5bp
proU_Lucht2014	376	0.6	A/T_5bp
proU_Lucht2014	377	0.8	A/T_5bp
proU_Lucht2014	378	0.8	A/T_5bp
proU_Lucht2014	379	0.8	A/T_5bp
proU_Lucht2014	380	0.8	A/T_5bp
proU_Lucht2014	381	0.8	A/T_5bp
proU_Lucht2014	382	0.8	A/T_5bp
proU_Lucht2014	383	0.8	A/T_5bp
proU_Lucht2014	384	0.6	A/T_5bp
proU_Lucht2014	385	0.6	A/T_5bp
proU_Lucht2014	386	0.8	A/T_5bp
proU_Lucht2014	387	0.8	A/T_5bp
proU_Lucht2014	388	0.8	A/T_5bp
proU_Lucht2014	389	1.0	A/T_5bp
proU_Lucht2014	390	0.8	A/T_5bp
proU_Lucht2014	391	0.8	A/T_5bp
proU_Lucht2014	392	0.6	A/T_5bp
proU_Lucht2014	393	0.4	A/T_5bp
proU_Lucht2014	394	0.4	A/T_5bp
proU_Lucht2014	395	0.6	A/T_5bp
proU_Lucht2014	396	0.6	A/T_5bp
proU_Lucht2014	397	0.8	A/T_5bp
proU_Lucht2014	398	1.0	A/T_5bp
proU_Lucht2014	399	1.0	A/T_5bp
proU_Lucht2014	400	0.8	A/T_5bp
proU_Lucht2014	401	0.8	A/T_5bp
proU_Lucht2014	402	0.6	A/T_5bp
proU_Lucht2014	403	0.4	A/T_5bp
proU_Lucht2014	404	0.2	A/T_5bp
proU_Lucht2014	405	0.2	A/T_5bp
proU_Lucht2014	406	0.2	A/T_5bp
proU_Lucht2014	407	0.4	A/T_5bp
proU_Lucht2014	408	0.6	A/T_5bp
proU_Lucht2014	409	0.6	A/T_5bp
proU_Lucht2014	410	0.6	A/T_5bp
proU_Lucht2014	411	0.4	A/T_5bp
proU_Lucht2014	412	0.4	A/T_5bp
proU_Lucht2014	413	0.4	A/T_5bp
proU_Lucht2014	414	0.4	A/T_5bp
proU_Lucht2014	415	0.4	A/T_5bp
proU_Lucht2014	416	0.4	A/T_5bp
proU_Lucht2014	417	0.2	A/T_5bp
virF_Ulissi2014	2	0.6	A/T_5bp
virF_Ulissi2014	3	0.8	A/T_5bp
virF_Ulissi2014	4	0.8	A/T_5bp
virF_Ulissi2014	5	0.8	A/T_5bp
virF_Ulissi2014	6	0.6	A/T_5bp
virF_Ulissi2014	7	0.4	A/T_5bp
virF_Ulissi2014	8	0.4	A/T_5bp
virF_Ulissi2014	9	0.4	A/T_5bp
virF_Ulissi2014	10	0.2	A/T_5bp
virF_Ulissi2014	11	0.2	A/T_5bp
virF_Ulissi2014	12	0.4	A/T_5bp
virF_Ulissi2014	13	0.2	A/T_5bp
virF_Ulissi2014	14	0.2	A/T_5bp
virF_Ulissi2014	15	0.4	A/T_5bp
virF_Ulissi2014	16	0.4	A/T_5bp
virF_Ulissi2014	17	0.4	A/T_5bp
virF_Ulissi2014	18	0.4	A/T_5bp
virF_Ulissi2014	19	0.6	A/T_5bp
virF_Ulissi2014	20	0.4	A/T_5bp
virF_Ulissi2014	21	0.6	A/T_5bp
virF_Ulissi2014	22	0.6	A/T_5bp
virF_Ulissi2014	23	0.6	A/T_5bp
virF_Ulissi2014	24	0.4	A/T_5bp
virF_Ulissi2014	25	0.4	A/T_5bp
virF_Ulissi2014	26	0.2	A/T_5bp
virF_Ulissi2014	27	0.0	A/T_5bp
virF_Ulissi2014	28	0.2	A/T_5bp
virF_Ulissi2014	29	0.4	A/T_5bp
virF_Ulissi2014	30	0.6	A/T_5bp
virF_Ulissi2014	31	0.8	A/T_5bp
virF_Ulissi2014	32	1.0	A/T_5bp
virF_Ulissi2014	33	0.8	A/T_5bp
virF_Ulissi2014	34	0.6	A/T_5bp
virF_Ulissi2014	35	0.4	A/T_5bp
virF_Ulissi2014	36	0.4	A/T_5bp
virF_Ulissi2014	37	0.4	A/T_5bp
virF_Ulissi2014	38	0.4	A/T_5bp
virF_Ulissi2014	39	0.4	A/T_5bp
virF_Ulissi2014	40	0.4	A/T_5bp
virF_Ulissi2014	41	0.4	A/T_5bp
virF_Ulissi2014	42	0.4	A/T_5bp
virF_Ulissi2014	43	0.6	A/T_5bp
virF_Ulissi2014	44	0.8	A/T_5bp
virF_Ulissi2014	45	0.8	A/T_5bp
virF_Ulissi2014	46	0.6	A/T_5bp
virF_Ulissi2014	47	0.6	A/T_5bp
virF_Ulissi2014	48	0.6	A/T_5bp
virF_Ulissi2014	49	0.6	A/T_5bp
virF_Ulissi2014	50	0.8	A/T_5bp
virF_Ulissi2014	51	1.0	A/T_5bp
virF_Ulissi2014	52	1.0	A/T_5bp
virF_Ulissi2014	53	1.0	A/T_5bp
virF_Ulissi2014	54	0.8	A/T_5bp
virF_Ulissi2014	55	0.8	A/T_5bp
virF_Ulissi2014	56	0.8	A/T_5bp
virF_Ulissi2014	57	0.6	A/T_5bp
virF_Ulissi2014	58	0.4	A/T_5bp
virF_Ulissi2014	59	0.6	A/T_5bp
virF_Ulissi2014	60	0.4	A/T_5bp
virF_Ulissi2014	61	0.2	A/T_5bp
virF_Ulissi2014	62	0.4	A/T_5bp
virF_Ulissi2014	63	0.4	A/T_5bp
virF_Ulissi2014	64	0.4	A/T_5bp
virF_Ulissi2014	65	0.6	A/T_5bp
virF_Ulissi2014	66	0.8	A/T_5bp
virF_Ulissi2014	67	0.8	A/T_5bp
virF_Ulissi2014	68	0.8	A/T_5bp
virF_Ulissi2014	69	0.6	A/T_5bp
virF_Ulissi2014	70	0.4	A/T_5bp
virF_Ulissi2014	71	0.4	A/T_5bp
virF_Ulissi2014	72	0.4	A/T_5bp
virF_Ulissi2014	73	0.4	A/T_5bp
virF_Ulissi2014	74	0.4	A/T_5bp
virF_Ulissi2014	75	0.6	A/T_5bp
virF_Ulissi2014	76	0.4	A/T_5bp
virF_Ulissi2014	77	0.2	A/T_5bp
virF_Ulissi2014	78	0.4	A/T_5bp
virF_Ulissi2014	79	0.4	A/T_5bp
virF_Ulissi2014	80	0.4	A/T_5bp
virF_Ulissi2014	81	0.4	A/T_5bp
virF_Ulissi2014	82	0.4	A/T_5bp
virF_Ulissi2014	83	0.4	A/T_5bp
virF_Ulissi2014	84	0.6	A/T_5bp
virF_Ulissi2014	85	0.6	A/T_5bp
virF_Ulissi2014	86	0.6	A/T_5bp
virF_Ulissi2014	87	0.6	A/T_5bp
virF_Ulissi2014	88	0.4	A/T_5bp
virF_Ulissi2014	89	0.4	A/T_5bp
virF_Ulissi2014	90	0.4	A/T_5bp
virF_Ulissi2014	91	0.4	A/T_5bp
virF_Ulissi2014	92	0.6	A/T_5bp
virF_Ulissi2014	93	0.8	A/T_5bp
virF_Ulissi2014	94	0.8	A/T_5bp
virF_Ulissi2014	95	0.8	A/T_5bp
virF_Ulissi2014	96	1.0	A/T_5bp
virF_Ulissi2014	97	0.8	A/T_5bp
virF_Ulissi2014	98	0.8	A/T_5bp
virF_Ulissi2014	99	0.6	A/T_5bp
virF_Ulissi2014	100	0.6	A/T_5bp
virF_Ulissi2014	101	0.4	A/T_5bp
virF_Ulissi2014	102	0.6	A/T_5bp
virF_Ulissi2014	103	0.6	A/T_5bp
virF_Ulissi2014	104	0.8	A/T_5bp
virF_Ulissi2014	105	0.8	A/T_5bp
virF_Ulissi2014	106	1.0	A/T_5bp
virF_Ulissi2014	107	0.8	A/T_5bp
virF_Ulissi2014	108	0.6	A/T_5bp
virF_Ulissi2014	109	0.4	A/T_5bp
virF_Ulissi2014	110	0.4	A/T_5bp
virF_Ulissi2014	111	0.4	A/T_5bp
virF_Ulissi2014	112	0.6	A/T_5bp
virF_Ulissi2014	113	0.6	A/T_5bp
virF_Ulissi2014	114	0.8	A/T_5bp
virF_Ulissi2014	115	0.8	A/T_5bp
virF_Ulissi2014	116	0.8	A/T_5bp
virF_Ulissi2014	117	0.8	A/T_5bp
virF_Ulissi2014	118	0.8	A/T_5bp
virF_Ulissi2014	119	0.8	A/T_5bp
virF_Ulissi2014	120	0.6	A/T_5bp
virF_Ulissi2014	121	0.6	A/T_5bp
virF_Ulissi2014	122	0.6	A/T_5bp
virF_Ulissi2014	123	0.8	A/T_5bp
virF_Ulissi2014	124	0.6	A/T_5bp
virF_Ulissi2014	125	0.6	A/T_5bp
virF_Ulissi2014	126	0.6	A/T_5bp
virF_Ulissi2014	127	0.6	A/T_5bp
virF_Ulissi2014	128	0.6	A/T_5bp
virF_Ulissi2014	129	0.8	A/T_5bp
virF_Ulissi2014	130	1.0	A/T_5bp
virF_Ulissi2014	131	1.0	A/T_5bp
virF_Ulissi2014	132	1.0	A/T_5bp
virF_Ulissi2014	133	0.8	A/T_5bp
virF_Ulissi2014	134	0.6	A/T_5bp
virF_Ulissi2014	135	0.6	A/T_5bp
virF_Ulissi2014	136	0.6	A/T_5bp
virF_Ulissi2014	137	0.6	A/T_5bp
virF_Ulissi2014	138	0.8	A/T_5bp
virF_Ulissi2014	139	1.0	A/T_5bp
virF_Ulissi2014	140	0.8	A/T_5bp
virF_Ulissi2014	141	0.8	A/T_5bp
virF_Ulissi2014	142	0.6	A/T_5bp
virF_Ulissi2014	143	0.4	A/T_5bp
virF_Ulissi2014	144	0.2	A/T_5bp
virF_Ulissi2014	145	0.4	A/T_5bp
virF_Ulissi2014	146	0.4	A/T_5bp
virF_Ulissi2014	147	0.6	A/T_5bp
virF_Ulissi2014	148	0.6	A/T_5bp
virF_Ulissi2014	149	0.8	A/T_5bp
virF_Ulissi2014	150	0.6	A/T_5bp
virF_Ulissi2014	151	0.6	A/T_5bp
virF_Ulissi2014	152	0.4	A/T_5bp
virF_Ulissi2014	153	0.4	A/T_5bp
virF_Ulissi2014	154	0.4	A/T_5bp
virF_Ulissi2014	155	0.6	A/T_5bp
virF_Ulissi2014	156	0.6	A/T_5bp
virF_Ulissi2014	157	0.8	A/T_5bp
virF_Ulissi2014	158	1.0	A/T_5bp
virF_Ulissi2014	159	0.8	A/T_5bp
virF_Ulissi2014	160	0.8	A/T_5bp
virF_Ulissi2014	161	0.8	A/T_5bp
virF_Ulissi2014	162	0.8	A/T_5bp
virF_Ulissi2014	163	0.6	A/T_5bp
virF_Ulissi2014	164	0.6	A/T_5bp
virF_Ulissi2014	165	0.6	A/T_5bp
virF_Ulissi2014	166	0.6	A/T_5bp
virF_Ulissi2014	167	0.4	A/T_5bp
virF_Ulissi2014	168	0.6	A/T_5bp
virF_Ulissi2014	169	0.8	A/T_5bp
virF_Ulissi2014	170	0.6	A/T_5bp
virF_Ulissi2014	171	0.4	A/T_5bp
virF_Ulissi2014	172	0.6	A/T_5bp
virF_Ulissi2014	173	0.4	A/T_5bp
virF_Ulissi2014	174	0.4	A/T_5bp
virF_Ulissi2014	175	0.4	A/T_5bp
virF_Ulissi2014	176	0.6	A/T_5bp
virF_Ulissi2014	177	0.4	A/T_5bp
virF_Ulissi2014	178	0.6	A/T_5bp
virF_Ulissi2014	179	0.6	A/T_5bp
virF_Ulissi2014	180	0.8	A/T_5bp
virF_Ulissi2014	181	0.8	A/T_5bp
virF_Ulissi2014	182	1.0	A/T_5bp
virF_Ulissi2014	183	0.8	A/T_5bp
virF_Ulissi2014	184	0.8	A/T_5bp
virF_Ulissi2014	185	0.8	A/T_5bp
virF_Ulissi2014	186	0.6	A/T_5bp
virF_Ulissi2014	187	0.4	A/T_5bp
virF_Ulissi2014	188	0.6	A/T_5bp
virF_Ulissi2014	189	0.4	A/T_5bp
virF_Ulissi2014	190	0.2	A/T_5bp
virF_Ulissi2014	191	0.4	A/T_5bp
virF_Ulissi2014	192	0.6	A/T_5bp
virF_Ulissi2014	193	0.6	A/T_5bp
virF_Ulissi2014	194	0.8	A/T_5bp
virF_Ulissi2014	195	0.8	A/T_5bp
virF_Ulissi2014	196	0.6	A/T_5bp
virF_Ulissi2014	197	0.6	A/T_5bp
virF_Ulissi2014	198	0.4	A/T_5bp
virF_Ulissi2014	199	0.4	A/T_5bp
virF_Ulissi2014	200	0.6	A/T_5bp
virF_Ulissi2014	201	0.8	A/T_5bp
virF_Ulissi2014	202	0.6	A/T_5bp
virF_Ulissi2014	203	0.8	A/T_5bp
virF_Ulissi2014	204	0.8	A/T_5bp
virF_Ulissi2014	205	0.6	A/T_5bp
virF_Ulissi2014	206	0.6	A/T_5bp
virF_Ulissi2014	207	0.8	A/T_5bp
virF_Ulissi2014	208	0.8	A/T_5bp
virF_Ulissi2014	209	0.8	A/T_5bp
virF_Ulissi2014	210	1.0	A/T_5bp
virF_Ulissi2014	211	1.0	A/T_5bp
virF_Ulissi2014	212	1.0	A/T_5bp
virF_Ulissi2014	213	0.8	A/T_5bp
virF_Ulissi2014	214	0.8	A/T_5bp
virF_Ulissi2014	215	0.8	A/T_5bp
virF_Ulissi2014	216	0.8	A/T_5bp
virF_Ulissi2014	217	0.8	A/T_5bp
virF_Ulissi2014	218	1.0	A/T_5bp
virF_Ulissi2014	219	1.0	A/T_5bp
virF_Ulissi2014	220	1.0	A/T_5bp
virF_Ulissi2014	221	1.0	A/T_5bp
virF_Ulissi2014	222	0.8	A/T_5bp
virF_Ulissi2014	223	0.8	A/T_5bp
virF_Ulissi2014	224	0.8	A/T_5bp
virF_Ulissi2014	225	0.8	A/T_5bp
virF_Ulissi2014	226	0.8	A/T_5bp
virF_Ulissi2014	227	1.0	A/T_5bp
virF_Ulissi2014	228	1.0	A/T_5bp
virF_Ulissi2014	229	1.0	A/T_5bp
virF_Ulissi2014	230	1.0	A/T_5bp
virF_Ulissi2014	231	1.0	A/T_5bp
virF_Ulissi2014	232	0.8	A/T_5bp
virF_Ulissi2014	233	0.6	A/T_5bp
virF_Ulissi2014	234	0.6	A/T_5bp
virF_Ulissi2014	235	0.6	A/T_5bp
virF_Ulissi2014	236	0.6	A/T_5bp
virF_Ulissi2014	237	0.8	A/T_5bp
virF_Ulissi2014	238	1.0	A/T_5bp
virF_Ulissi2014	239	1.0	A/T_5bp
virF_Ulissi2014	240	1.0	A/T_5bp
virF_Ulissi2014	241	1.0	A/T_5bp
virF_Ulissi2014	242	0.8	A/T_5bp
virF_Ulissi2014	243	0.8	A/T_5bp
virF_Ulissi2014	244	0.8	A/T_5bp
virF_Ulissi2014	245	0.8	A/T_5bp
virF_Ulissi2014	246	0.8	A/T_5bp
virF_Ulissi2014	247	1.0	A/T_5bp
virF_Ulissi2014	248	0.8	A/T_5bp
virF_Ulissi2014	249	0.8	A/T_5bp
virF_Ulissi2014	250	0.8	A/T_5bp
virF_Ulissi2014	251	0.8	A/T_5bp
virF_Ulissi2014	252	0.6	A/T_5bp
virF_Ulissi2014	253	0.8	A/T_5bp
virF_Ulissi2014	254	0.8	A/T_5bp
virF_Ulissi2014	255	0.8	A/T_5bp
virF_Ulissi2014	256	0.8	A/T_5bp
virF_Ulissi2014	257	1.0	A/T_5bp
virF_Ulissi2014	258	1.0	A/T_5bp
virF_Ulissi2014	259	1.0	A/T_5bp
virF_Ulissi2014	260	0.8	A/T_5bp
virF_Ulissi2014	261	0.6	A/T_5bp
virF_Ulissi2014	262	0.4	A/T_5bp
virF_Ulissi2014	263	0.4	A/T_5bp
virF_Ulissi2014	264	0.4	A/T_5bp
virF_Ulissi2014	265	0.6	A/T_5bp
virF_Ulissi2014	266	0.6	A/T_5bp
virF_Ulissi2014	267	0.8	A/T_5bp
virF_Ulissi2014	268	0.8	A/T_5bp
virF_Ulissi2014	269	0.8	A/T_5bp
virF_Ulissi2014	270	0.8	A/T_5bp
virF_Ulissi2014	271	1.0	A/T_5bp
virF_Ulissi2014	272	0.8	A/T_5bp
virF_Ulissi2014	273	0.8	A/T_5bp
virF_Ulissi2014	274	0.8	A/T_5bp
virF_Ulissi2014	275	0.8	A/T_5bp
virF_Ulissi2014	276	0.8	A/T_5bp
virF_Ulissi2014	277	0.8	A/T_5bp
virF_Ulissi2014	278	0.8	A/T_5bp
virF_Ulissi2014	279	0.8	A/T_5bp
virF_Ulissi2014	280	0.8	A/T_5bp
virF_Ulissi2014	281	0.6	A/T_5bp
virF_Ulissi2014	282	0.8	A/T_5bp
virF_Ulissi2014	283	0.6	A/T_5bp
virF_Ulissi2014	284	0.6	A/T_5bp
virF_Ulissi2014	285	0.4	A/T_5bp
virF_Ulissi2014	286	0.6	A/T_5bp
virF_Ulissi2014	287	0.6	A/T_5bp
virF_Ulissi2014	288	0.8	A/T_5bp
virF_Ulissi2014	289	0.6	A/T_5bp
virF_Ulissi2014	290	0.8	A/T_5bp
virF_Ulissi2014	291	0.6	A/T_5bp
virF_Ulissi2014	292	0.6	A/T_5bp
virF_Ulissi2014	293	0.6	A/T_5bp
virF_Ulissi2014	294	0.8	A/T_5bp
virF_Ulissi2014	295	0.8	A/T_5bp
virF_Ulissi2014	296	1.0	A/T_5bp
